Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review (English)
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9846,3017,1,"BARANG TIDAK DIKIRIM, DELI RAJA DRAMA DI ECOM SINI ATUPUN ORANYE. JANGAN LAGI BELI DISINI KALO MEREKA NGADAIN PROMO. SAAT COMPLAIN DAN MAU KEKURANGAN BARANG DIKIRIM PUN TIDAK DI ACC ALASAN STOK KOSONG. JADI DANA DIKEMBALIKAN SESUAI HARGA PROMO. KALO GA NIAT BIKIN PROMO TOLONG GA USAH BIKIN, KALO NAMA DELI JELEK KAN DELI SENDIRI YANG RUGI. BYE GA AKAN BELI DELI LAGI",Negative,Anger,"GOODS NOT SENT, DRAMA KING DELI ON ECOM HERE OR ORANGE. DON'T BUY HERE AGAIN IF THEY HAVE A PROMOTION. WHEN YOU COMPLAIN AND WANT A SHORTAGE OF GOODS THAT THEY DON'T ACCEPT THE REASON IT'S EMPTY STOCK. SO THE FUNDS WILL BE RETURNED ACCORDING TO THE PROMOTION PRICE. IF YOU DON'T INTEND TO MAKE A PROMOTION, PLEASE DON'T MAKE IT, IF THE DELI'S NAME IS BAD, IT'S THE DELI'S OWN LOSER. BYE WON'T BUY DELI AGAIN"
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9846,3017,1,Minta warna putih dikasih hijau.. Seller banyak alasan babibu..,Negative,Anger,"Asked for white, gave green.. Seller has lots of excuses, babibu.."
Office & Stationery,"Notebook #Binding/ Custom/ Planner Dotted/ Grid/ Journal/ Agenda - garis, Hitam",Kota Tangerang Selatan,85000,4.9,3294,1136,1,"Pengiriman lama, barang nya cacat tolong diperbaiki layanan nya !",Negative,Anger,"Delivery took a long time, the goods were defective, please improve the service!"
Office & Stationery,"Notebook #Binding/ Custom/ Planner Dotted/ Grid/ Journal/ Agenda - garis, Hitam",Kota Tangerang Selatan,85000,4.9,3294,1136,1,"Salah kirim produk, admin lama banget balesnya. Proses retur gak jelas",Negative,Anger,"Wrong product sent, admin took a long time to reply. The return process is not clear"
Office & Stationery,Document Bag Tas Dokumen Joyko DCB-49 - Bill,Jakarta Utara,18200,4.9,1555,504,1,"barang tidak sampai,kembalikan uang saya..!!!",Negative,Anger,"the item didn't arrive, return my money..!!!"
Office & Stationery,Deli Cartoon Sticker / Stiker Kartun Bisa Ditempel Dimana Saja 2592X - Merah Muda,Kab. Tangerang,5000,4.4,2113,508,1,ga dikirim payah,Negative,Anger,didn't send it sucks
Office & Stationery,Deli Cartoon Sticker / Stiker Kartun Bisa Ditempel Dimana Saja 2592X - Merah Muda,Kab. Tangerang,5000,4.4,2113,508,1,barangnya gajelas masa beli 6 dikirim dua,Negative,Anger,"The item is not clear when I bought 6, sent two"
Office & Stationery,Pengikat Kabel / Penggulung Cable / Binder Klip Cable / Cord Holder - Hitam,Jakarta Utara,900,4.9,20700,3246,1,"pihak toko tidak jelas, di minta barang a yg datang barang b, dan pihak toko merasa benar, ada barang yg ga di kirim pengambalian 14 hari katanua sd skrg juga blm",Negative,Anger,"The shop was not clear, when they asked for item A, item B arrived, and the shop felt it was correct, there was an item that wasn't sent, 14 days later, it hasn't been returned yet."
Office & Stationery,Cable Ties Nylon Kabel Tis Pengikat Nilon Joyko - CBT-9 10cm,Jakarta Utara,3900,4.9,6258,906,1,Pengiriman lambat polllllll!!! Ga pantes jadi official Store.,Negative,Anger,Slow delivery pollllll!!! It doesn't deserve to be an official store.
Office & Stationery,( ISI 30 Roll) Kertas Print Kasir thermal paper Roll 57 x 30 / 57x30,Kota Tangerang Selatan,58500,4.9,2294,795,5,belanja disini mantap pengiriman cepat dan barangnya rekomended dan packing aman dan rapi bakal belanja lagi disini insyaallah,Positive,Love,"Shopping here is great, fast delivery and the goods are recommended and the packaging is safe and neat. Will shop here again, God willing"
Office & Stationery,( ISI 30 Roll) Kertas Print Kasir thermal paper Roll 57 x 30 / 57x30,Kota Tangerang Selatan,58500,4.9,2294,795,5,"Real pict, real spek, packing rapih dan sangat aman walaupun kertas printer thermal tp dikasih label fragile, sellernya recomended sekali, mantaaabbbss ??",Positive,Love,"Real picture, real specs, neat and very safe packaging, even though the thermal printer paper is labeled fragile, the seller is highly recommended, great!"
Office & Stationery,( ISI 30 Roll) Kertas Print Kasir thermal paper Roll 57 x 30 / 57x30,Kota Tangerang Selatan,58500,4.9,2294,795,5,Thanks gan paket udah mendarat dengan selamat...pelayanan ok mantab..super fast respon..top very recomended seller,Positive,Love,"Thanks bro, the package has landed safely... the service is ok, great.. super fast response.. top highly recommended seller"
Office & Stationery,( ISI 30 Roll) Kertas Print Kasir thermal paper Roll 57 x 30 / 57x30,Kota Tangerang Selatan,58500,4.9,2294,795,5,belanja disini mantap pengiriman cepat dan barangnya rekomended dan packing aman dan rapi bakal belanja lagi disini insyaallah,Positive,Love,"Shopping here is great, fast delivery and the goods are recommended and the packaging is safe and neat. Will shop here again, God willing"
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5051,5,"Merek pena favoritt, murah, tintanya nyata, ga pernah macet, selalu smooth klo buat nulis",Positive,Love,"Favorite pen brand, cheap, real ink, never jams, always smooth when writing"
Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,Jakarta Utara,6400,4.9,15800,2007,5,"Waaah seneng bgt beli peralatan tulis di Joyko, lengkaaap, barangnya bagus semua, harga terjangkau, sellernya fast respon, anak2 happy, top deh pokoknya ???",Positive,Love,"Wow, I'm really happy to buy stationery at Joyko, it's complete, the items are all good, the prices are affordable, the seller responds quickly, the kids are happy, top notch, anyway???"
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,Jakarta Utara,9300,4.9,8129,3075,5,mantappppppppppppppppppppppppppppppppp,Positive,Love,greatpppppppppppppppppppppppppppppppppp
Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Jakarta Utara,5640,4.9,11100,2134,5,Barang-barang nya bagus. dan kurirnya rela mengantarkan walupun gerimis. salut sama kurirnya?????????????? ????????,Positive,Love,The stuff is good. and the courier was willing to deliver even though it was drizzling. Greetings to the courier??????????????? ????????
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5,6409,2333,5,"fast respon, recommended Seller",Positive,Love,"fast response, recommended seller"
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5,6409,2333,5,"mantap fast response, penjual ramah dan solutif next pasti order disini lagi thanks gan!",Positive,Love,"great, fast response, friendly seller and solution, next time I will definitely order here again, thanks bro!"
Office & Stationery,Refill Isi Pulpen Frixion Pilot 0.7/0.5 atk - 0.5 HITAM,Jakarta Barat,11799,4.9,38000,2348,5,barang sampai cepeeet banget terima kasih top bgt ??????????,Positive,Love,"the goods arrived very quickly, thank you, very top ??????????"
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5,6409,2333,5,"kualitas barangnya bagus sesuai dengan harapan customer, respon chat jg cepat dan ramah. rekomended seller.. sukses terus lapaknya gan.",Positive,Love,"The quality of the goods is good according to customer expectations, the chat response is also fast and friendly. recommended seller... keep up the good work bro."
Office & Stationery,Kabel Ties Cable Tie 2.5 x 150mm (15cm) CV 150 Kualitas baik - Putih,Jakarta Utara,3650,4.9,77000,2233,5,Bagus semuaaaaanyaaaaaa????????????????????,Positive,Love,It's all soooooo good?????????????????????
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5,6409,2333,5,Repeat order yg entah keberapa. Selalu puas. Makasiii banyak gan. Sukses selaloeee yaaaa...,Positive,Love,Repeat order for who knows how many times. Always satisfied. Thanks a lot bro. Good luck yaaaa...
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5,6409,2333,5,"Pelayanan ramah, design maksimal, hasil sesuai harapan. recommended..",Positive,Love,"Friendly service, maximum design, results as expected. recommended.."
Office & Stationery,Deli Meteran Mini Plastik bahan pita fiberglass tidak mudah kerut 8214,Kab. Tangerang,14000,4.8,1928,474,5,"mungil bntukny tp bnyak fungsi, kualitas mantaapppp",Positive,Love,"Small in shape but lots of functions, great quality"
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5,6409,2333,5,"PRODUK BAGUS, PROSES SANGAT CEPAT, PENJUAL RAMAH DAN DESAIN BAGUS, KAMI AKAN PESAN LAGI",Positive,Love,"GOOD PRODUCT, VERY FAST PROCESS, FRIENDLY SELLER AND NICE DESIGN, WE WILL ORDER AGAIN"
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5,6409,2333,5,"fast respon, barang bagus, recommend..",Positive,Love,"fast response, good item, recommend..."
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5,6409,2333,5,"barang cepat banget diproses, dibungkusnya pun sangat rapi.. mantap.bisa buat langganan ini .",Positive,Love,"The goods were processed very quickly, the packaging was very neat... great. You can subscribe to this."
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,5,benar benar disarankan untuk pembeli lain membeli tambahan packing.. tapi selebihnya kertasnya ok tidak cacat sama sekali.. harganya juga terjangkau.. best lah??,Positive,Love,"It's really recommended for other buyers to buy additional packaging... but otherwise the paper is ok, no defects at all... the price is also affordable... is that the best??"
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,Jakarta Barat,37300,4.9,7560,1736,5,mantaaaaaaaaapppppp pelayanan cepat pengirimannya... top markotop 10 bintang recommended. pagi order malam udah nyampe... luar biasa,Positive,Love,"Mantaaaaaaaapppppp fast delivery service... top markotop 10 stars recommended. Ordered in the morning, arrived in the evening... amazing"
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,5,"gumush bgt cutternyaa imut�, warna pinkkknya cutee, seneng bangedddd lochh. thank you deliii. peralatannya lengkap and keren????",Positive,Love,"Gumush, the cutter is really cute�, the pink color is cute, I really like it, you know. thank you deliii. the equipment is complete and cool????"
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,5,"pengirimannya cepet banget, aku pesen kemarin hari ini udah sampe. barangnya juga aman, no damage samsek. mantappp??????",Positive,Love,"Very fast delivery, I ordered yesterday, today it arrived. the goods are also safe, no damage to samsek. great??????"
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,5,"pengirimannya lumayan cepat. warna cutternya sangattt cantik dan ukurannya mungil, jadi bisa dibawa kemana aja. mantappp bgt",Positive,Love,"the delivery is quite fast. The color of the cutter is very beautiful and the size is small, so you can take it anywhere. really great"
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5,6409,2333,5,"pelayanan ramah, gratis design, pokoknya rekomendasi banget bikin cap disini",Positive,Love,"friendly service, free design, really a recommendation to make a stamp here"
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5,14500,991,5,"ernyata tebel bangat.. pengiriman cepat, packing aman, kualitas barang oke.. kereenn banget.. thanx",Positive,Love,"Turns out it's really thick... fast delivery, safe packing, good quality of goods... really cool... thanx"
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5,6409,2333,5,"seller komunikatif, pengerjaan cepat. udh repeat order",Positive,Love,"communicative seller, fast work. I've repeated the order"
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5,14500,991,5,"Fast response, diproses & dikirim langsung, dikemas dengan baik (rapi & sangat aman), pengiriman sangat cepat, harga ekonomis (murah), pesanan lengkap sesuai, kualitas produk sangat baik (lentur & melekat kuat), Trusted Seller, produk & penjual sangat direkomendasikan, Terima Kasih.",Positive,Love,"Fast response, processed & sent directly, packaged well (neat & very safe), very fast delivery, economical price (cheap), complete order, very good product quality (flexible & strong), Trusted Seller, highly recommended product & seller, Thank you."
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5,14500,991,5,terbaik lah pokoknya. packing lakban doang rapih banget. keren ?? lakbannya juga rekat banget,Positive,Love,it's the best. The duct tape packaging is really neat. Cool ?? The duct tape is also very sticky
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5,14500,991,5,"top banget, kurir ramah banget, udah langganan sicepat top dah, terimakasih seller dan kurir , gak lupa juga Tokopedia terimakasih ???",Positive,Love,"really top, the courier is very friendly, I have subscribed very quickly, thank you seller and courier, don't forget also Tokopedia, thank you???"
Office & Stationery,Lakban Tokopedia - Putih,Jakarta Timur,8500,4.9,55900,5522,5,"Barangnya original, harga murah, pengiriman cepat. terimakasih tokopedia, terimakasih seller dan terimakasih untuk para kurir.. semoga Kita sehat selalu dan dijauhkan Dr segala macam virus.. Cepat sembuh Indonesiaku.. Love ya! ",Positive,Love,"Original product, cheap price, fast delivery. Thank you Tokopedia, thank you seller and thank you to the couriers.. I hope we are always healthy and kept away from all kinds of viruses.. Get well soon, my Indonesia.. Love ya!"
Office & Stationery,Lakban Tokopedia - Putih,Jakarta Timur,8500,4.9,55900,5522,5,"tokopedia, dabest.. thankssssssssssssssss",Positive,Love,"tokopedia, dabest.. thankssssssssssssss"
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5,6409,2333,5,pelayanan bagus besok2 order lagi,Positive,Love,"good service, tomorrow will order again"
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5,6409,2333,5,"Respon cepet, ramah, solutif, kerjaan cepet banget, harga kompetitif Kerenn recommended seller",Positive,Love,"Fast response, friendly, solution, really fast work, competitive prices. Cool recommended seller"
Office & Stationery,Lakban Tokopedia - Hitam,Jakarta Timur,10000,5,11600,1506,5,"Produknya bagus n sesuai dgn pesanan sya, seller mantul makasih skss selalu",Positive,Love,"The product is good and corresponds to my order, the seller is helpful, thank you always"
Office & Stationery,Label Barcode MURAH 100 x 150 A6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5,7118,551,5,"rekomendasi bangett toko ini kiriman cepat, insya Alloh langganan",Positive,Love,"Highly recommend this shop, fast delivery, God willing, subscribe"
Office & Stationery,Label Barcode MURAH 100 x 150 A6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5,7118,551,5,"Pengiriman cepat, produk sangat good daya rekat bagus, seller sangat amanah, jangan ragu belanja disini ??",Positive,Love,"Fast delivery, very good product, good adhesion, very trustworthy seller, don't hesitate to shop here??"
Office & Stationery,Label Barcode MURAH 100 x 150 A6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5,7118,551,5,Bagus barangnya udah berkali kali beli di sini,Positive,Love,"It's good, I've bought it here many times"
Office & Stationery,Label Barcode MURAH 100 x 150 A6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5,7118,551,5,"bagus, pengiriman cepet banget bakal jadi langganan nih",Positive,Love,"good, very fast delivery, will be a customer"
Office & Stationery,Label Barcode MURAH 100 x 150 A6 kertas stiker thermal 500 pcs,Jakarta Utara,75000,5,7118,551,5,"toko langganan, karena pengiriman sangat cepat. terimakasih",Positive,Love,"regular shop, because delivery is very fast. Thank You"
Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,Jakarta Utara,5500,4.9,63300,5051,1,"?????????? Barang dipesan tanggal 15, baru dikirim tgl 21 -_- Mantep ga tuh Mantep ga tuh",Negative,Fear,"?????????? Items ordered on the 15th, only sent on the 21st -_- Is it great or not? Is it cool?"
Office & Stationery,Whiteboard gantung 90 x 120 cm,Jakarta Timur,185000,4.9,1000,387,1,"whiteboard melengkung, alumunium bengkok, skrup hilang, mutu rendah sekali, jauh dari gambar & deskripsi",Negative,Fear,"Curved whiteboard, bent aluminum, missing screws, very low quality, far from picture & description"
